FoodID;FoodName;EnglishFoodName;FoodGroupID;FoodGroupName;FoodSubGroup;FoodSubSubGroup;203;204;205;208;291;601;255;269;810;301;304;305;306;307;303;309;312;315;317;606;645;646;617;618;619;620;629;621;319;321;339;401;404;405;406;410;415;417;418;3000;4000;4001;501;502;503;504;505;506;508;512;510
20108;Mais doux, en épis, cru;Sweet corn, on the cob, raw;1;Fruits et légumes;légumes;légumes crus;3.36;1.19;17;0;2.65;0;73.3;3.78;0;4.18;30.3;108;276;4;0.59;1.05;0.15;0.25;4;0.19;0.34;0.58;0.34;0.56;0.019;0;0;0;0;61;0;6.9;0.11;0.082;1.72;0.39;0.18;36.5;0;0.5;0.37;0.35;0.023;0.129;0.129;0.348;0.137;0.067;0.15;0.089;0.185
20111;Oseille, crue;Sorrel;1;Fruits et légumes;légumes;légumes crus;1.84;0.65;1.6;0;1.8;0;93;1.54;0.055;44;103;63;390;4;2.4;0.2;0.13;0.35;0.9;0.1;0.04;0.26;0;0;0;0;0;0;0;0;0;48;0.04;0.1;0.5;0.041;0.12;13;0;0.4;0;0;;0.094;0.102;0.167;0.115;0.035;0.114;0.054;0.133
20114;Pleurote, champignon, crue;Oyster mushroom;1;Fruits et légumes;légumes;légumes crus;3.06;0.36;1.5;25.5;2.4;0;89.2;0.71;0;5;18;120;420;13.5;1.17;0.77;0.24;0.11;0;0.062;0.031;0.12;0;0;0;0;0;0;0;29;0.7;4;0.13;0.35;4.96;1.29;0.11;38;0;0;0;0;0.042;0.14;0.112;0.168;0.126;0.042;0.112;0.07;0.197
20116;Chou blanc, cru;White cabbage;1;Fruits et légumes;légumes;légumes crus;1.38;0.6;4.63;36.5;3.5;0;90;4.2;0.35;59;11;33;240;13;0.3;0.16;0.02;0.1;20;0.27;0.17;0.1;0.16;0.06;0.04;0.01;0.01;0.01;0;5;0;8.88;0.04;0.01;0.2;0.18;0.17;69.6;0;20;0.08;9.6;0.011;0.035;0.03;0.041;0.044;0.012;0.032;0.022;0.042
20119;Tomate verte, crue;Tomato, green, raw;1;Fruits et légumes;légumes;légumes crus;1.2;0.2;4;0;1.1;0;93;4;0;13;10;28;204;13;0.51;0.07;0.09;0.1;0;0.028;0.03;0.081;0;0;0;0;0;0;0;346;0;23.4;0.06;0.04;0.5;0.5;0.081;9;0;0;0.38;10.1;0.009;0.03;0.029;0.044;0.044;0.01;0.031;0.018;0.031
20126;Haricots de lima;Lima bean;1;Fruits et légumes;légumes;légumes crus;6.84;0.86;15.3;105;4.9;0;70.2;1.48;0;34;58;136;467;8;3.14;0.78;0.32;1.22;0;0.2;0.05;0.42;0;0;0;0;0;0;0;126;0;23.4;0.22;0.1;1.47;0.25;0.2;34;0;0;0.32;5.6;0.09;0.29;0.44;0.538;0.452;0.068;0.337;0.232;0.427
20128;Courge musquee, crue;Pumpkin (cucurbita moschata);1;Fruits et légumes;légumes;légumes crus;0.55;0.1;4.6;0;1;0;93.3;0;0.95;18.3;6.25;18.3;235;0;0.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.6;0.01;0;0;0;0;0;0;0.5;0;0;0.014;0.03;0.039;0.057;0.037;0.012;0.039;0.019;0.043
20132;Potimarron, cru;Red kuri squash, pulp, raw;1;Fruits et légumes;légumes;légumes crus;0.63;0.1;3.1;0;1.1;0;94.6;0;2.26;18.5;7.13;33;243;29.7;0.27;0.11;0.029;0.038;3.35;0.027;0.002;0.051;0.002;0.018;0.033;0;0;0;0;0;0;5;0.05;0.02;0.2;0.4;0.05;36;0;0.15;0.1;0;0.012;0.029;0.031;0.046;0.054;0.011;0.032;0.016;0.035
20134;Courge hokkaido, crue;Sweet green hokkaido squash;1;Fruits et légumes;légumes;légumes crus;1.4;0.6;9.98;0;2.6;0;86.1;0;4.38;24.7;10.8;32.8;436;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.9;0.015;0;0;0;0;0;0;0;0;0;0.014;0.03;0.039;0.057;0.037;0.012;0.039;0.019;0.043
20136;Courge melonnette, crue;Squash, melonnette jaspée from Vendée;1;Fruits et légumes;légumes;légumes crus;0.75;0.13;5.98;0;1.35;0;91.2;0;0.33;18.3;16.8;23.5;359;0;0.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.7;0.01;0;0;0;0;0;0;0;0;0;0.014;0.03;0.039;0.057;0.037;0.012;0.039;0.019;0.043
20139;Courge;Squash, all types;1;Fruits et légumes;légumes;légumes crus;1.1;0.17;1.6;0;1.3;0;92.3;1.6;0;28.5;16.5;30.5;312;4.5;0.6;0.26;0.061;0.17;0.24;0.037;0.013;0.077;0.013;0.028;0.048;0;0;0;0;820;0;14.7;0.028;0.1;0.49;0.17;0.13;34;0;0.15;0.12;1.1;0.014;0.03;0.039;0.057;0.037;0.012;0.039;0.019;0.043
20145;Courge spaghetti, crue;Squash, spaghetti;1;Fruits et légumes;légumes;légumes crus;0.64;0.57;5.41;0;1.5;0;91.6;2.76;0;23;12;12;108;17;0.31;0.19;0.037;0.13;0;0.12;0.042;0.24;0;0;0;0;0;0;0;64;0;2.1;0.037;0.018;0.95;0.36;0.1;12;0;0;0.13;0.9;0.009;0.018;0.024;0.034;0.022;0.007;0.024;0.011;0.026
20151;Piment, cru;Chili pepper, raw;1;Fruits et légumes;légumes;légumes crus;1.87;0.32;7.7;0;1.65;0;87.9;5.3;2.3;14;24;55.3;331;8;1.12;0.28;0.15;0.21;0;0.031;0.018;0.17;0.011;0.11;0.005;0;0;0;0;534;0;155;0.081;0.088;1.07;0.13;0.39;23;0;0;0.69;14;0.026;0.074;0.065;0.105;0.089;0.024;0.062;0.041;0.084
20160;Cèpe, champignon, cru;Cep, boletus or penny bun, mushroom;1;Fruits et légumes;légumes;légumes crus;3.13;0.43;3.03;31.6;1.93;0;90.3;1.7;0.2;23;12;129;361;5;1;0.4;0.23;0.17;0;0.071;0;0.27;0;0;0;0;0;0;0;0;3.1;3;0.21;0.32;4.45;2.7;0.18;44;0;0;0.04;0;0.035;0.107;0.076;0.12;0.107;0.031;0.085;0.057;0.232
20162;Chicorée rouge, crue;Red endive;1;Fruits et légumes;légumes;légumes crus;1.4;0.1;1.6;0;3;0;94;1.6;0;36;0;30;180;7;0.3;0.2;0;0;0;0.02;0;0.05;0;0;0;0;0;0;0;0;0;10;0.07;0.05;0.3;0;0.07;13;0;0;0.57;0;0.031;0.047;0.101;0.074;0.067;0.01;0.041;0.029;0.077
20163;Chicorée verte, crue;Green endive;1;Fruits et légumes;légumes;légumes crus;1.9;0.5;0.5;0;1;0;91.2;0.5;0;82.5;17;45;498;16.5;4.15;0.32;0.06;0.3;0;0.12;0.01;0.22;0;0;0;0;0;0;0;3250;0;46;0.06;0.53;0.3;0;0.02;29;0;0;0.57;0;0.031;0.047;0.101;0.074;0.067;0.01;0.041;0.029;0.077
20166;Citrouille, crue;Pumpkin;1;Fruits et légumes;légumes;légumes crus;1;0.1;6;0;0.5;0;91.6;2.76;0;21;12;44;340;1;0.8;0.32;0.13;0.13;0;0.052;0.013;0.005;0;0;0;0;0;0;0;3100;0;9;0.05;0.11;0.6;0.3;0.061;16;0;0;1.06;1.1;0.012;0.029;0.031;0.046;0.054;0.011;0.032;0.016;0.035
20168;Poivron jaune, cru;Sweet pepper, yellow, raw;1;Fruits et légumes;légumes;légumes crus;0.94;0.3;4.73;30.7;1.2;0;91.9;4.3;0.35;8.6;12;23;220;5;0.21;0.23;0.07;0.11;20;0.11;0.11;0.07;0.11;0.05;0.02;0.01;0.01;0.01;0;642;0;121;0.03;0.01;0.28;0.14;0.079;43.3;0;20;1.76;1.18;0.013;0.037;0.032;0.052;0.044;0.012;0.031;0.02;0.042
20171;Laitue romaine;Cos or romaine lettuce;1;Fruits et légumes;légumes;légumes crus;1.24;0.3;1.2;0;2.1;0;94.6;1.19;0;33;14;30;247;8;0.97;0.23;0.048;0.16;1;0.04;0.012;0.16;0.009;0.047;0.11;0;0;0;0;5230;0;14;0.072;0.067;0.31;0.14;0.074;136;0;1.25;0.13;103;0.01;0.043;0.045;0.076;0.064;0.015;0.065;0.021;0.055
20172;Tomate cerise, crue;Tomato, cherry;1;Fruits et légumes;légumes;légumes crus;1.31;0.5;5.62;33.7;1.2;0;90.1;4.8;0.35;6.6;11;31;330;5;0.37;0.18;0.05;0.16;20;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;1360;0;21.8;0.048;0.018;0.92;0.079;0.096;17.6;0;20;0.4;2.83;0.009;0.03;0.029;0.044;0.044;0.01;0.031;0.018;0.031
